,_time,host,name,io_time,iops_in_progress,merged_reads,merged_writes,read_bytes,read_time,reads,weighted_io_time,write_bytes,write_time,writes,class_1,class_2
76,2023-04-12 17:57:40+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
77,2023-04-12 17:57:50+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
78,2023-04-12 17:58:00+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
79,2023-04-12 17:58:10+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
80,2023-04-12 17:58:20+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
81,2023-04-12 17:58:30+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
82,2023-04-12 17:58:40+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
83,2023-04-12 17:58:50+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
84,2023-04-12 17:59:00+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
85,2023-04-12 17:59:10+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
86,2023-04-12 17:59:20+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
87,2023-04-12 17:59:30+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
88,2023-04-12 17:59:40+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
89,2023-04-12 17:59:50+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
90,2023-04-12 18:00:00+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
91,2023-04-12 18:00:10+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
92,2023-04-12 18:00:20+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
93,2023-04-12 18:00:30+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
94,2023-04-12 18:00:40+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
95,2023-04-12 18:00:50+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
96,2023-04-12 18:01:00+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
97,2023-04-12 18:01:10+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
98,2023-04-12 18:01:20+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
99,2023-04-12 18:01:30+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
100,2023-04-12 18:01:40+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
101,2023-04-12 18:01:50+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
102,2023-04-12 18:02:00+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
103,2023-04-12 18:02:10+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
104,2023-04-12 18:02:20+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
105,2023-04-12 18:02:30+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
106,2023-04-12 18:02:40+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
107,2023-04-12 18:02:50+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
108,2023-04-12 18:03:00+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
109,2023-04-12 18:03:10+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
110,2023-04-12 18:03:20+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
111,2023-04-12 18:03:30+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
112,2023-04-12 18:03:40+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
113,2023-04-12 18:03:50+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
114,2023-04-12 18:04:00+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
115,2023-04-12 18:04:10+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
116,2023-04-12 18:04:20+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
117,2023-04-12 18:04:30+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
118,2023-04-12 18:04:40+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
119,2023-04-12 18:04:50+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
120,2023-04-12 18:05:00+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
121,2023-04-12 18:05:10+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
122,2023-04-12 18:05:20+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
123,2023-04-12 18:05:30+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
124,2023-04-12 18:05:40+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
125,2023-04-12 18:05:50+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
126,2023-04-12 18:06:00+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
127,2023-04-12 18:06:10+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
128,2023-04-12 18:06:20+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
129,2023-04-12 18:06:30+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
130,2023-04-12 18:06:40+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
131,2023-04-12 18:06:50+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
132,2023-04-12 18:07:00+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
133,2023-04-12 18:07:10+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
134,2023-04-12 18:07:20+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
135,2023-04-12 18:07:30+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
136,2023-04-12 18:07:40+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
137,2023-04-12 18:07:50+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
138,2023-04-12 18:08:00+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
139,2023-04-12 18:08:10+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
140,2023-04-12 18:08:20+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
141,2023-04-12 18:08:30+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
142,2023-04-12 18:08:40+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
143,2023-04-12 18:08:50+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
144,2023-04-12 18:09:00+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
145,2023-04-12 18:09:10+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
146,2023-04-12 18:09:20+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
147,2023-04-12 18:09:30+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
148,2023-04-12 18:09:40+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
149,2023-04-12 18:09:50+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
150,2023-04-12 18:10:00+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
151,2023-04-12 18:10:10+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
152,2023-04-12 18:10:20+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
153,2023-04-12 18:10:30+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
154,2023-04-12 18:10:40+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
155,2023-04-12 18:10:50+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
156,2023-04-12 18:11:00+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
157,2023-04-12 18:11:10+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
158,2023-04-12 18:11:20+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
159,2023-04-12 18:11:30+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
160,2023-04-12 18:11:40+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
161,2023-04-12 18:11:50+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
162,2023-04-12 18:12:00+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
163,2023-04-12 18:12:10+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
164,2023-04-12 18:12:20+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
165,2023-04-12 18:12:30+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
166,2023-04-12 18:12:40+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
167,2023-04-12 18:12:50+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
168,2023-04-12 18:13:00+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
169,2023-04-12 18:13:10+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
170,2023-04-12 18:13:20+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
171,2023-04-12 18:13:30+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
172,2023-04-12 18:13:40+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
173,2023-04-12 18:13:50+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
174,2023-04-12 18:14:00+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
175,2023-04-12 18:14:10+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
176,2023-04-12 18:14:20+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
177,2023-04-12 18:14:30+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
178,2023-04-12 18:14:40+00:00,pi3testbed,mmcblk0,1603248,0,4445,109391,604220416,74424,13848,57544643,8787129344,57464485,287387,normal,normal
