,_time,host,active,available,available_percent,buffered,cached,commit_limit,committed_as,dirty,free,high_free,high_total,huge_page_size,huge_pages_free,huge_pages_total,inactive,low_free,low_total,mapped,page_tables,shared,slab,sreclaimable,sunreclaim,swap_cached,swap_free,swap_total,total,used,used_percent,vmalloc_chunk,vmalloc_total,vmalloc_used,write_back,write_back_tmp,class_1,class_2
0,2023-04-12 17:45:00+00:00,pi1testbed,517758976,1414971392,72.97146007557978,97476608,961634304,1074388992,1768800256,0,484257792,0,0,0,0,0,749867008,0,0,233967616,6402048,40513536,94380032,64630784,29749248,0,104853504,104853504,1939075072,395706368,20.40696483152974,0,265885319168,11567104,0,0,normal,normal
1,2023-04-12 17:45:10+00:00,pi1testbed,517758976,1415229440,72.98476786359306,97476608,961630208,1074388992,1768955904,0,484515840,0,0,0,0,0,749867008,0,0,233959424,6402048,40509440,94384128,64630784,29753344,0,104853504,104853504,1939075072,395452416,20.393868278246835,0,265885319168,11567104,0,0,normal,normal
2,2023-04-12 17:45:20+00:00,pi1testbed,517758976,1415229440,72.98476786359306,97476608,961630208,1074388992,1769009152,0,484515840,0,0,0,0,0,749867008,0,0,234061824,6402048,40509440,94384128,64630784,29753344,0,104853504,104853504,1939075072,395452416,20.393868278246835,0,265885319168,11550720,0,0,normal,normal
3,2023-04-12 17:45:30+00:00,pi1testbed,517758976,1415000064,72.97293871869238,97476608,961634304,1074388992,1768800256,0,484286464,0,0,0,0,0,749867008,0,0,233967616,6402048,40513536,94384128,64630784,29753344,0,104853504,104853504,1939075072,395677696,20.405486188417157,0,265885319168,11534336,0,0,normal,normal
4,2023-04-12 17:45:40+00:00,pi1testbed,517758976,1415000064,72.97293871869238,97476608,961634304,1074388992,1769066496,0,484286464,0,0,0,0,0,749867008,0,0,234070016,6402048,40513536,94388224,64630784,29757440,0,104853504,104853504,1939075072,395677696,20.405486188417157,0,265885319168,11534336,0,0,normal,normal
5,2023-04-12 17:45:50+00:00,pi1testbed,517758976,1415000064,72.97293871869238,97476608,961634304,1074388992,1768800256,0,484286464,0,0,0,0,0,749871104,0,0,233967616,6402048,40513536,94388224,64630784,29757440,0,104853504,104853504,1939075072,395677696,20.405486188417157,0,265885319168,11550720,0,0,normal,normal
6,2023-04-12 17:46:00+00:00,pi1testbed,517758976,1415000064,72.97293871869238,97476608,961634304,1074388992,1768800256,0,484286464,0,0,0,0,0,749871104,0,0,233967616,6402048,40513536,94384128,64630784,29753344,0,104853504,104853504,1939075072,395677696,20.405486188417157,0,265885319168,11550720,0,0,normal,normal
7,2023-04-12 17:46:10+00:00,pi1testbed,517758976,1415000064,72.97293871869238,97476608,961630208,1074388992,1768955904,0,484286464,0,0,0,0,0,749871104,0,0,233959424,6402048,40509440,94380032,64630784,29749248,0,104853504,104853504,1939075072,395681792,20.40569742314753,0,265885319168,11534336,0,0,normal,normal
8,2023-04-12 17:46:20+00:00,pi1testbed,517758976,1415000064,72.97293871869238,97476608,961630208,1074388992,1768800256,0,484286464,0,0,0,0,0,749871104,0,0,233959424,6402048,40509440,94380032,64630784,29749248,0,104853504,104853504,1939075072,395681792,20.40569742314753,0,265885319168,11534336,0,0,normal,normal
9,2023-04-12 17:46:30+00:00,pi1testbed,517758976,1415000064,72.97293871869238,97476608,961634304,1074388992,1768800256,0,484286464,0,0,0,0,0,750198784,0,0,233967616,6402048,40513536,94380032,64630784,29749248,0,104853504,104853504,1939075072,395677696,20.405486188417157,0,265885319168,11550720,0,0,normal,normal
10,2023-04-12 17:46:40+00:00,pi1testbed,517758976,1415000064,72.97293871869238,97476608,961634304,1074388992,1768800256,0,484286464,0,0,0,0,0,750034944,0,0,233967616,6402048,40513536,94380032,64630784,29749248,0,104853504,104853504,1939075072,395677696,20.405486188417157,0,265885319168,11550720,0,0,normal,normal
