,_time,host,active,available,available_percent,buffered,cached,commit_limit,committed_as,dirty,free,high_free,high_total,huge_page_size,huge_pages_free,huge_pages_total,inactive,low_free,low_total,mapped,page_tables,shared,slab,sreclaimable,sunreclaim,swap_cached,swap_free,swap_total,total,used,used_percent,vmalloc_chunk,vmalloc_total,vmalloc_used,write_back,write_back_tmp,class_1,class_2
0,2023-04-12 17:45:00+00:00,pi2testbed,518008832,1412096000,72.82317329486045,99713024,906326016,1074388992,1805443072,0,534454272,0,0,0,0,0,698757120,0,0,234258432,6434816,40513536,97566720,68001792,29564928,0,104853504,104853504,1939075072,398581760,20.55525161224908,0,265885319168,11599872,0,0,normal,normal
1,2023-04-12 17:45:10+00:00,pi2testbed,518008832,1412354048,72.83648108287372,99713024,906321920,1074388992,1805438976,0,534712320,0,0,0,0,0,698961920,0,0,234250240,6434816,40509440,97566720,68001792,29564928,0,104853504,104853504,1939075072,398327808,20.542155058966173,0,265885319168,11583488,0,0,normal,normal
2,2023-04-12 17:45:20+00:00,pi2testbed,518008832,1412354048,72.83648108287372,99713024,906321920,1074388992,1805438976,0,534712320,0,0,0,0,0,698691584,0,0,234250240,6434816,40509440,97566720,68001792,29564928,0,104853504,104853504,1939075072,398327808,20.542155058966173,0,265885319168,11599872,0,0,normal,normal
3,2023-04-12 17:45:30+00:00,pi2testbed,518008832,1412124672,72.82465193797303,99713024,906326016,1074388992,1805443072,0,534482944,0,0,0,0,0,698695680,0,0,234262528,6434816,40513536,97566720,68001792,29564928,0,104853504,104853504,1939075072,398553088,20.55377296913649,0,265885319168,11583488,0,0,normal,normal
4,2023-04-12 17:45:40+00:00,pi2testbed,518008832,1412124672,72.82465193797303,99713024,906326016,1074388992,1805443072,0,534482944,0,0,0,0,0,698695680,0,0,234262528,6434816,40513536,97566720,68001792,29564928,0,104853504,104853504,1939075072,398553088,20.55377296913649,0,265885319168,11583488,0,0,normal,normal
5,2023-04-12 17:45:50+00:00,pi2testbed,518008832,1412124672,72.82465193797303,99713024,906326016,1074388992,1805443072,0,534482944,0,0,0,0,0,698699776,0,0,234262528,6434816,40513536,97566720,68001792,29564928,0,104853504,104853504,1939075072,398553088,20.55377296913649,0,265885319168,11583488,0,0,normal,normal
6,2023-04-12 17:46:00+00:00,pi2testbed,518008832,1412124672,72.82465193797303,99713024,906326016,1074388992,1814233088,0,534482944,0,0,0,0,0,698802176,0,0,234364928,6434816,40513536,97566720,68001792,29564928,0,104853504,104853504,1939075072,398553088,20.55377296913649,0,265885319168,11583488,0,0,normal,normal
7,2023-04-12 17:46:10+00:00,pi2testbed,518012928,1411866624,72.81134414995977,99713024,906321920,1074388992,1805438976,0,534224896,0,0,0,0,0,698699776,0,0,234348544,6471680,40509440,97566720,68001792,29564928,0,104853504,104853504,1939075072,398815232,20.567291991880136,0,265885319168,11583488,0,0,normal,normal
8,2023-04-12 17:46:20+00:00,pi2testbed,518008832,1411866624,72.81134414995977,99713024,906321920,1074388992,1805443072,0,534224896,0,0,0,0,0,698699776,0,0,234254336,6434816,40509440,97566720,68001792,29564928,0,104853504,104853504,1939075072,398815232,20.567291991880136,0,265885319168,11583488,0,0,normal,normal
9,2023-04-12 17:46:30+00:00,pi2testbed,518008832,1411866624,72.81134414995977,99713024,906326016,1074388992,1805692928,0,534224896,0,0,0,0,0,698699776,0,0,234364928,6434816,40513536,97566720,68001792,29564928,0,104853504,104853504,1939075072,398811136,20.567080757149768,0,265885319168,11583488,0,0,normal,normal
