,_time,Protocol,Count,Traffic,class_1,class_2
5913,2023-04-12 18:07:29.597930+00:00,SNMP,2,332,normal,normal
5914,2023-04-12 18:08:06.031681+00:00,SNMP,2,332,normal,normal
5915,2023-04-12 18:08:42.408978+00:00,SNMP,2,332,normal,normal
5916,2023-04-12 18:09:19.089267+00:00,SNMP,2,332,normal,normal
5917,2023-04-12 18:09:50.479046+00:00,SNMP,2,332,normal,normal
5918,2023-04-12 18:10:27.086571+00:00,SNMP,2,332,normal,normal
5919,2023-04-12 18:11:03.328982+00:00,SNMP,2,332,normal,normal
5920,2023-04-12 18:11:40.121500+00:00,SNMP,2,332,normal,normal
5921,2023-04-12 18:12:11.383276+00:00,SNMP,2,332,normal,normal
5922,2023-04-12 18:12:47.650401+00:00,SNMP,2,332,normal,normal
5923,2023-04-12 18:13:24.496536+00:00,SNMP,2,332,normal,normal
5924,2023-04-12 18:14:16.767897+00:00,SNMP,2,332,normal,normal
5925,2023-04-12 18:14:53.215333+00:00,SNMP,2,332,normal,normal
5926,2023-04-12 18:15:29.584660+00:00,SNMP,2,332,normal,normal
5927,2023-04-12 18:16:06.048420+00:00,SNMP,2,332,normal,normal
5928,2023-04-12 18:16:42.438388+00:00,SNMP,2,332,normal,normal
5929,2023-04-12 18:17:13.824001+00:00,SNMP,2,332,normal,normal
5930,2023-04-12 18:19:03.591322+00:00,SNMP,2,332,normal,normal
5931,2023-04-12 18:19:34.845340+00:00,SNMP,2,332,normal,normal
5932,2023-04-12 18:20:48.273657+00:00,SNMP,2,332,normal,normal
5933,2023-04-12 18:21:19.907349+00:00,SNMP,2,332,normal,normal
5934,2023-04-12 18:21:56.740795+00:00,SNMP,2,332,normal,normal
5935,2023-04-12 18:22:32.911233+00:00,SNMP,2,332,normal,normal
5936,2023-04-12 18:23:09.063278+00:00,SNMP,2,332,normal,normal
5937,2023-04-12 18:23:45.611975+00:00,SNMP,2,332,normal,normal
5938,2023-04-12 18:24:16.640802+00:00,SNMP,2,332,normal,normal
5939,2023-04-12 18:25:30.431311+00:00,SNMP,2,332,normal,normal
5940,2023-04-12 18:26:06.650489+00:00,SNMP,2,332,normal,normal
5941,2023-04-12 18:26:38.399874+00:00,SNMP,2,332,normal,normal
5942,2023-04-12 18:27:14.498860+00:00,SNMP,2,332,normal,normal
5943,2023-04-12 18:27:50.717592+00:00,SNMP,2,332,normal,normal
5944,2023-04-12 18:28:22.801414+00:00,SNMP,2,332,normal,normal
5945,2023-04-12 18:28:59.061458+00:00,SNMP,2,332,normal,normal
5946,2023-04-12 18:29:24.978101+00:00,SNMP,2,230,normal,normal
5947,2023-04-12 18:29:35.337982+00:00,SNMP,2,332,normal,normal
5948,2023-04-12 18:30:11.433390+00:00,SNMP,2,332,normal,normal
5949,2023-04-12 18:30:47.688819+00:00,SNMP,2,332,normal,normal
5950,2023-04-12 18:31:19.311306+00:00,SNMP,2,332,normal,normal
5951,2023-04-12 18:31:56.070109+00:00,SNMP,2,332,normal,normal
5952,2023-04-12 18:32:32.913368+00:00,SNMP,2,332,normal,normal
5953,2023-04-12 18:33:09.410126+00:00,SNMP,2,332,normal,normal
5954,2023-04-12 18:33:41.538279+00:00,SNMP,2,332,normal,normal
5955,2023-04-12 18:34:17.592709+00:00,SNMP,2,332,normal,normal
5956,2023-04-12 18:34:53.782472+00:00,SNMP,2,332,normal,normal
5957,2023-04-12 18:35:29.796559+00:00,SNMP,2,332,normal,normal
5958,2023-04-12 18:36:00.838821+00:00,SNMP,2,332,normal,normal
5959,2023-04-12 18:36:36.993183+00:00,SNMP,2,332,normal,normal
5960,2023-04-12 18:37:13.955822+00:00,SNMP,2,332,normal,normal
5961,2023-04-12 18:37:50.193974+00:00,SNMP,2,332,normal,normal
5962,2023-04-12 18:38:26.836794+00:00,SNMP,2,332,normal,normal
5963,2023-04-12 18:38:57.949083+00:00,SNMP,2,332,normal,normal
5964,2023-04-12 18:39:34.175806+00:00,SNMP,2,332,normal,normal
5965,2023-04-12 18:40:10.337718+00:00,SNMP,2,332,normal,normal
5966,2023-04-12 18:41:18.317573+00:00,SNMP,2,332,normal,normal
5967,2023-04-12 18:41:56.077220+00:00,SNMP,2,332,normal,normal
5968,2023-04-12 18:42:32.667818+00:00,SNMP,2,332,normal,normal
5969,2023-04-12 18:43:04.346513+00:00,SNMP,2,332,normal,normal
5970,2023-04-12 18:43:40.756776+00:00,SNMP,2,332,normal,normal
5971,2023-04-12 18:44:17.380252+00:00,SNMP,2,332,normal,normal
5972,2023-04-12 18:44:53.991810+00:00,SNMP,2,332,normal,normal
5973,2023-04-12 17:47:00.903469+00:00,SRVLOC,1,91,normal,normal
5974,2023-04-12 17:47:16.688313+00:00,SRVLOC,1,91,normal,normal
5975,2023-04-12 17:47:32.741658+00:00,SRVLOC,1,91,normal,normal
5976,2023-04-12 18:02:48.863575+00:00,SRVLOC,1,91,normal,normal
5977,2023-04-12 18:03:04.332581+00:00,SRVLOC,1,91,normal,normal
5978,2023-04-12 18:03:19.841655+00:00,SRVLOC,1,91,normal,normal
5979,2023-04-12 18:18:31.985540+00:00,SRVLOC,1,91,normal,normal
5980,2023-04-12 18:18:47.609542+00:00,SRVLOC,1,91,normal,normal
5981,2023-04-12 18:19:03.649712+00:00,SRVLOC,1,91,normal,normal
5982,2023-04-12 18:34:17.608725+00:00,SRVLOC,1,91,normal,normal
5983,2023-04-12 18:34:33.166166+00:00,SRVLOC,1,91,normal,normal
5984,2023-04-12 18:34:48.640013+00:00,SRVLOC,1,91,normal,normal
5985,2023-04-12 17:45:05.050570+00:00,SSDP,31,6139,normal,normal
5986,2023-04-12 17:45:10.242292+00:00,SSDP,27,7947,normal,normal
5987,2023-04-12 17:45:15.371211+00:00,SSDP,14,2541,normal,normal
5988,2023-04-12 17:45:20.643367+00:00,SSDP,17,3302,normal,normal
5989,2023-04-12 17:45:25.868153+00:00,SSDP,24,7444,normal,normal
5990,2023-04-12 17:45:31.025860+00:00,SSDP,13,2451,normal,normal
5991,2023-04-12 17:45:36.268914+00:00,SSDP,10,1644,normal,normal
5992,2023-04-12 17:45:41.890570+00:00,SSDP,25,4883,normal,normal
5993,2023-04-12 17:45:47.193572+00:00,SSDP,25,7543,normal,normal
5994,2023-04-12 17:45:52.757147+00:00,SSDP,23,4392,normal,normal
5995,2023-04-12 17:45:58.371215+00:00,SSDP,31,6236,normal,normal
5996,2023-04-12 17:46:03.530360+00:00,SSDP,20,3970,normal,normal
5997,2023-04-12 17:46:08.810892+00:00,SSDP,36,9812,normal,normal
5998,2023-04-12 17:46:13.937939+00:00,SSDP,33,6788,normal,normal
5999,2023-04-12 17:46:19.226250+00:00,SSDP,26,5083,normal,normal
6000,2023-04-12 17:46:24.374477+00:00,SSDP,31,6283,normal,normal
6001,2023-04-12 17:46:29.457805+00:00,SSDP,20,6601,normal,normal
6002,2023-04-12 17:46:34.684412+00:00,SSDP,9,1509,normal,normal
6003,2023-04-12 17:46:39.891741+00:00,SSDP,18,3454,normal,normal
6004,2023-04-12 17:46:45.148449+00:00,SSDP,25,4904,normal,normal
6005,2023-04-12 17:46:50.325895+00:00,SSDP,17,5786,normal,normal
6006,2023-04-12 17:46:55.652135+00:00,SSDP,18,3474,normal,normal
6007,2023-04-12 17:47:00.860711+00:00,SSDP,21,4093,normal,normal
6008,2023-04-12 17:47:06.182820+00:00,SSDP,30,8518,normal,normal
6009,2023-04-12 17:47:11.427654+00:00,SSDP,21,4061,normal,normal
6010,2023-04-12 17:47:16.620985+00:00,SSDP,15,2711,normal,normal
6011,2023-04-12 17:47:21.884469+00:00,SSDP,19,3603,normal,normal
6012,2023-04-12 17:47:27.514991+00:00,SSDP,22,6952,normal,normal
6013,2023-04-12 17:47:32.707082+00:00,SSDP,13,2377,normal,normal
6014,2023-04-12 17:47:37.949748+00:00,SSDP,17,3221,normal,normal
6015,2023-04-12 17:47:43.154575+00:00,SSDP,18,3458,normal,normal
6016,2023-04-12 17:47:48.491366+00:00,SSDP,31,8657,normal,normal
6017,2023-04-12 17:47:53.626289+00:00,SSDP,16,3165,normal,normal
6018,2023-04-12 17:47:58.948020+00:00,SSDP,29,5817,normal,normal
6019,2023-04-12 17:48:04.139327+00:00,SSDP,18,3610,normal,normal
6020,2023-04-12 17:48:09.306045+00:00,SSDP,40,10606,normal,normal
6021,2023-04-12 17:48:14.532188+00:00,SSDP,31,6280,normal,normal
6022,2023-04-12 17:48:19.659507+00:00,SSDP,25,4940,normal,normal
6023,2023-04-12 17:48:24.890903+00:00,SSDP,32,6736,normal,normal
6024,2023-04-12 17:48:30.062038+00:00,SSDP,18,6054,normal,normal
6025,2023-04-12 17:48:35.244778+00:00,SSDP,11,1795,normal,normal
6026,2023-04-12 17:48:40.389217+00:00,SSDP,15,2951,normal,normal
6027,2023-04-12 17:48:45.521980+00:00,SSDP,26,5120,normal,normal
6028,2023-04-12 17:48:50.714394+00:00,SSDP,18,6005,normal,normal
6029,2023-04-12 17:48:55.908033+00:00,SSDP,17,3190,normal,normal
6030,2023-04-12 17:49:01.082651+00:00,SSDP,19,3741,normal,normal
6031,2023-04-12 17:49:06.215517+00:00,SSDP,33,9082,normal,normal
6032,2023-04-12 17:49:11.898759+00:00,SSDP,20,3783,normal,normal
6033,2023-04-12 17:49:17.053184+00:00,SSDP,34,6068,normal,normal
6034,2023-04-12 17:49:22.641626+00:00,SSDP,46,8340,normal,normal
6035,2023-04-12 17:49:27.892453+00:00,SSDP,20,6675,normal,normal
6036,2023-04-12 17:49:32.994995+00:00,SSDP,12,2086,normal,normal
6037,2023-04-12 17:49:38.158989+00:00,SSDP,17,3221,normal,normal
6038,2023-04-12 17:49:43.252728+00:00,SSDP,18,3458,normal,normal
6039,2023-04-12 17:49:48.346270+00:00,SSDP,75,16425,normal,normal
6040,2023-04-12 17:49:53.514230+00:00,SSDP,16,3092,normal,normal
6041,2023-04-12 17:49:58.682986+00:00,SSDP,29,5939,normal,normal
6042,2023-04-12 17:50:03.909224+00:00,SSDP,19,3753,normal,normal
6043,2023-04-12 17:50:09.071228+00:00,SSDP,39,10463,normal,normal
6044,2023-04-12 17:50:14.276542+00:00,SSDP,29,5920,normal,normal
6045,2023-04-12 17:50:19.450217+00:00,SSDP,27,5226,normal,normal
6046,2023-04-12 17:50:24.636888+00:00,SSDP,31,6535,normal,normal
6047,2023-04-12 17:50:29.750784+00:00,SSDP,20,6340,normal,normal
6048,2023-04-12 17:50:34.914651+00:00,SSDP,9,1583,normal,normal
6049,2023-04-12 17:50:40.587083+00:00,SSDP,20,3814,normal,normal
6050,2023-04-12 17:50:45.822355+00:00,SSDP,34,9374,normal,normal
6051,2023-04-12 17:50:51.094766+00:00,SSDP,10,1597,normal,normal
6052,2023-04-12 17:50:56.263125+00:00,SSDP,15,2919,normal,normal
6053,2023-04-12 17:51:01.884665+00:00,SSDP,25,4913,normal,normal
6054,2023-04-12 17:51:07.089660+00:00,SSDP,27,7910,normal,normal
6055,2023-04-12 17:51:12.354891+00:00,SSDP,20,3783,normal,normal
6056,2023-04-12 17:51:17.562203+00:00,SSDP,15,2749,normal,normal
6057,2023-04-12 17:51:22.714693+00:00,SSDP,21,3999,normal,normal
6058,2023-04-12 17:51:27.836427+00:00,SSDP,23,7225,normal,normal
6059,2023-04-12 17:51:32.945015+00:00,SSDP,12,2122,normal,normal
6060,2023-04-12 17:51:38.114809+00:00,SSDP,16,3078,normal,normal
6061,2023-04-12 17:51:43.218264+00:00,SSDP,19,3601,normal,normal
6062,2023-04-12 17:51:48.379350+00:00,SSDP,29,8371,normal,normal
6063,2023-04-12 17:51:53.581420+00:00,SSDP,17,3235,normal,normal
6064,2023-04-12 17:51:58.745954+00:00,SSDP,28,5738,normal,normal
6065,2023-04-12 17:52:03.915904+00:00,SSDP,20,3896,normal,normal
6066,2023-04-12 17:52:09.091044+00:00,SSDP,38,10320,normal,normal
6067,2023-04-12 17:52:14.221794+00:00,SSDP,30,6063,normal,normal
6068,2023-04-12 17:52:19.351731+00:00,SSDP,21,4072,normal,normal
6069,2023-04-12 17:52:24.507322+00:00,SSDP,32,6687,normal,normal
6070,2023-04-12 17:52:29.626358+00:00,SSDP,19,6197,normal,normal
6071,2023-04-12 17:52:34.755216+00:00,SSDP,9,1509,normal,normal
6072,2023-04-12 17:52:39.923624+00:00,SSDP,17,3237,normal,normal
6073,2023-04-12 17:52:45.021266+00:00,SSDP,27,5337,normal,normal
6074,2023-04-12 17:52:50.228410+00:00,SSDP,17,5749,normal,normal
6075,2023-04-12 17:52:55.348429+00:00,SSDP,20,3832,normal,normal
6076,2023-04-12 17:53:00.520635+00:00,SSDP,17,3193,normal,normal
6077,2023-04-12 17:53:05.653462+00:00,SSDP,34,8640,normal,normal
6078,2023-04-12 17:53:10.801753+00:00,SSDP,23,5159,normal,normal
6079,2023-04-12 17:53:16.038320+00:00,SSDP,14,2532,normal,normal
6080,2023-04-12 17:53:21.169970+00:00,SSDP,16,3102,normal,normal
6081,2023-04-12 17:53:26.330567+00:00,SSDP,42,14676,normal,normal
6082,2023-04-12 17:53:31.499475+00:00,SSDP,13,2451,normal,normal
6083,2023-04-12 17:53:36.642386+00:00,SSDP,11,1861,normal,normal
6084,2023-04-12 17:53:41.825462+00:00,SSDP,23,4523,normal,normal
6085,2023-04-12 17:53:46.965685+00:00,SSDP,25,7507,normal,normal
6086,2023-04-12 17:53:52.083298+00:00,SSDP,19,3679,normal,normal
6087,2023-04-12 17:53:57.244952+00:00,SSDP,26,5303,normal,normal
6088,2023-04-12 17:54:02.370359+00:00,SSDP,31,7571,normal,normal
6089,2023-04-12 17:54:08.117892+00:00,SSDP,37,10103,normal,normal
6090,2023-04-12 17:54:13.269004+00:00,SSDP,29,5847,normal,normal
6091,2023-04-12 17:54:18.434543+00:00,SSDP,25,4865,normal,normal
6092,2023-04-12 17:54:23.639737+00:00,SSDP,32,6574,normal,normal
6093,2023-04-12 17:54:28.770965+00:00,SSDP,23,7151,normal,normal
6094,2023-04-12 17:54:33.971460+00:00,SSDP,10,1762,normal,normal
6095,2023-04-12 17:54:39.114502+00:00,SSDP,16,2946,normal,normal
6096,2023-04-12 17:54:44.276259+00:00,SSDP,26,5195,normal,normal
6097,2023-04-12 17:54:49.410654+00:00,SSDP,19,6146,normal,normal
6098,2023-04-12 17:54:54.694069+00:00,SSDP,16,3130,normal,normal
6099,2023-04-12 17:54:59.810316+00:00,SSDP,15,2724,normal,normal
6100,2023-04-12 17:55:04.921190+00:00,SSDP,51,9586,normal,normal
6101,2023-04-12 17:55:10.107277+00:00,SSDP,50,11908,normal,normal
6102,2023-04-12 17:55:15.366080+00:00,SSDP,15,2684,normal,normal
6103,2023-04-12 17:55:20.523966+00:00,SSDP,16,3093,normal,normal
6104,2023-04-12 17:55:25.714476+00:00,SSDP,23,7186,normal,normal
6105,2023-04-12 17:55:30.858883+00:00,SSDP,37,6687,normal,normal
6106,2023-04-12 17:55:36.055625+00:00,SSDP,69,19551,normal,normal
6107,2023-04-12 17:55:41.690800+00:00,SSDP,23,4597,normal,normal
6108,2023-04-12 17:55:46.833582+00:00,SSDP,26,7650,normal,normal
6109,2023-04-12 17:55:52.060006+00:00,SSDP,20,3822,normal,normal
6110,2023-04-12 17:55:57.204822+00:00,SSDP,53,16031,normal,normal
6111,2023-04-12 17:56:02.394689+00:00,SSDP,23,4399,normal,normal
6112,2023-04-12 17:56:07.610450+00:00,SSDP,33,9383,normal,normal
6113,2023-04-12 17:56:12.794476+00:00,SSDP,31,6207,normal,normal
6114,2023-04-12 17:56:17.963917+00:00,SSDP,26,5082,normal,normal
6115,2023-04-12 17:56:23.148124+00:00,SSDP,31,6357,normal,normal
6116,2023-04-12 17:56:28.347732+00:00,SSDP,23,7169,normal,normal
6117,2023-04-12 17:56:33.489770+00:00,SSDP,8,1366,normal,normal
6118,2023-04-12 17:56:38.702194+00:00,SSDP,16,2946,normal,normal
6119,2023-04-12 17:56:43.894176+00:00,SSDP,25,5053,normal,normal
6120,2023-04-12 17:56:49.084770+00:00,SSDP,21,6505,normal,normal
6121,2023-04-12 17:56:54.245202+00:00,SSDP,15,2735,normal,normal
6122,2023-04-12 17:56:59.388076+00:00,SSDP,15,2912,normal,normal
6123,2023-04-12 17:57:04.554738+00:00,SSDP,28,5632,normal,normal
6124,2023-04-12 17:57:09.715721+00:00,SSDP,28,8024,normal,normal
6125,2023-04-12 17:57:15.003368+00:00,SSDP,14,2541,normal,normal
6126,2023-04-12 17:57:20.627384+00:00,SSDP,17,3236,normal,normal
6127,2023-04-12 17:57:25.879842+00:00,SSDP,25,7587,normal,normal
6128,2023-04-12 17:57:31.109479+00:00,SSDP,12,2308,normal,normal
6129,2023-04-12 17:57:36.263161+00:00,SSDP,11,1787,normal,normal
6130,2023-04-12 17:57:41.449628+00:00,SSDP,21,4237,normal,normal
6131,2023-04-12 17:57:46.628448+00:00,SSDP,28,8010,normal,normal
6132,2023-04-12 17:57:51.845695+00:00,SSDP,17,3319,normal,normal
6133,2023-04-12 17:57:56.963154+00:00,SSDP,27,5437,normal,normal
6134,2023-04-12 17:58:02.203479+00:00,SSDP,21,4187,normal,normal
6135,2023-04-12 17:58:07.307729+00:00,SSDP,35,9595,normal,normal
6136,2023-04-12 17:58:12.414298+00:00,SSDP,27,5414,normal,normal
6137,2023-04-12 17:58:17.585893+00:00,SSDP,28,5597,normal,normal
6138,2023-04-12 17:58:22.769845+00:00,SSDP,32,6418,normal,normal
6139,2023-04-12 17:58:27.899946+00:00,SSDP,23,7252,normal,normal
6140,2023-04-12 17:58:33.099545+00:00,SSDP,10,1726,normal,normal
6141,2023-04-12 17:58:38.341661+00:00,SSDP,14,2586,normal,normal
6142,2023-04-12 17:58:43.413596+00:00,SSDP,25,4979,normal,normal
6143,2023-04-12 17:58:48.635443+00:00,SSDP,23,6939,normal,normal
6144,2023-04-12 17:58:53.859721+00:00,SSDP,15,2735,normal,normal
6145,2023-04-12 17:58:59.075770+00:00,SSDP,15,2888,normal,normal
6146,2023-04-12 17:59:04.186333+00:00,SSDP,30,6063,normal,normal
6147,2023-04-12 17:59:09.380439+00:00,SSDP,29,8091,normal,normal
6148,2023-04-12 17:59:14.476296+00:00,SSDP,13,2399,normal,normal
6149,2023-04-12 17:59:19.750999+00:00,SSDP,16,2872,normal,normal
6150,2023-04-12 17:59:24.861969+00:00,SSDP,15,3063,normal,normal
6151,2023-04-12 17:59:30.169318+00:00,SSDP,22,6848,normal,normal
6152,2023-04-12 17:59:35.395627+00:00,SSDP,8,1292,normal,normal
6153,2023-04-12 17:59:40.522455+00:00,SSDP,23,4511,normal,normal
6154,2023-04-12 17:59:45.822420+00:00,SSDP,25,7445,normal,normal
6155,2023-04-12 17:59:50.900771+00:00,SSDP,20,3962,normal,normal
6156,2023-04-12 17:59:56.138854+00:00,SSDP,25,5013,normal,normal
6157,2023-04-12 18:00:01.361863+00:00,SSDP,23,4546,normal,normal
6158,2023-04-12 18:00:06.654809+00:00,SSDP,34,9378,normal,normal
6159,2023-04-12 18:00:11.844368+00:00,SSDP,29,5808,normal,normal
6160,2023-04-12 18:00:17.073970+00:00,SSDP,34,6749,normal,normal
6161,2023-04-12 18:00:22.307508+00:00,SSDP,29,5803,normal,normal
6162,2023-04-12 18:00:27.470095+00:00,SSDP,26,7952,normal,normal
6163,2023-04-12 18:00:33.117616+00:00,SSDP,11,1869,normal,normal
6164,2023-04-12 18:00:38.296899+00:00,SSDP,14,2586,normal,normal
6165,2023-04-12 18:00:43.519630+00:00,SSDP,26,5196,normal,normal
6166,2023-04-12 18:00:48.732837+00:00,SSDP,22,6722,normal,normal
6167,2023-04-12 18:00:53.924485+00:00,SSDP,16,2878,normal,normal
6168,2023-04-12 18:00:59.285033+00:00,SSDP,14,2760,normal,normal
6169,2023-04-12 18:01:04.452716+00:00,SSDP,29,5775,normal,normal
6170,2023-04-12 18:01:09.680879+00:00,SSDP,27,7881,normal,normal
6171,2023-04-12 18:01:14.917707+00:00,SSDP,12,2036,normal,normal
6172,2023-04-12 18:01:20.068334+00:00,SSDP,15,2803,normal,normal
6173,2023-04-12 18:01:25.194292+00:00,SSDP,15,2998,normal,normal
6174,2023-04-12 18:01:30.357851+00:00,SSDP,22,6848,normal,normal
6175,2023-04-12 18:01:35.556655+00:00,SSDP,8,1292,normal,normal
6176,2023-04-12 18:01:40.643098+00:00,SSDP,23,4511,normal,normal
6177,2023-04-12 18:01:45.786633+00:00,SSDP,26,7654,normal,normal
6178,2023-04-12 18:01:51.027800+00:00,SSDP,20,3970,normal,normal
6179,2023-04-12 18:01:56.303977+00:00,SSDP,28,5539,normal,normal
6180,2023-04-12 18:02:01.362260+00:00,SSDP,22,4403,normal,normal
6181,2023-04-12 18:02:06.523415+00:00,SSDP,33,9161,normal,normal
6182,2023-04-12 18:02:12.172026+00:00,SSDP,31,6282,normal,normal
6183,2023-04-12 18:02:17.820168+00:00,SSDP,30,5949,normal,normal
6184,2023-04-12 18:02:22.964167+00:00,SSDP,32,6500,normal,normal
6185,2023-04-12 18:02:28.116983+00:00,SSDP,23,7169,normal,normal
6186,2023-04-12 18:02:33.294609+00:00,SSDP,8,1366,normal,normal
6187,2023-04-12 18:02:38.438292+00:00,SSDP,15,2729,normal,normal
6188,2023-04-12 18:02:43.595894+00:00,SSDP,25,5053,normal,normal
6189,2023-04-12 18:02:48.805971+00:00,SSDP,23,6865,normal,normal
6190,2023-04-12 18:02:54.004944+00:00,SSDP,14,2592,normal,normal
6191,2023-04-12 18:02:59.165867+00:00,SSDP,14,2696,normal,normal
6192,2023-04-12 18:03:04.282903+00:00,SSDP,29,5848,normal,normal
6193,2023-04-12 18:03:09.532026+00:00,SSDP,26,7590,normal,normal
6194,2023-04-12 18:03:14.652239+00:00,SSDP,12,2184,normal,normal
6195,2023-04-12 18:03:19.824423+00:00,SSDP,16,2946,normal,normal
6196,2023-04-12 18:03:25.007581+00:00,SSDP,15,3047,normal,normal
6197,2023-04-12 18:03:30.220667+00:00,SSDP,22,6848,normal,normal
6198,2023-04-12 18:03:35.389434+00:00,SSDP,9,1435,normal,normal
6199,2023-04-12 18:03:40.512363+00:00,SSDP,24,4728,normal,normal
6200,2023-04-12 18:03:45.632037+00:00,SSDP,29,8305,normal,normal
6201,2023-04-12 18:03:50.791789+00:00,SSDP,39,9125,normal,normal
6202,2023-04-12 18:03:55.948585+00:00,SSDP,24,4787,normal,normal
6203,2023-04-12 18:04:01.539900+00:00,SSDP,23,4620,normal,normal
6204,2023-04-12 18:04:06.663426+00:00,SSDP,60,16390,normal,normal
6205,2023-04-12 18:04:11.844107+00:00,SSDP,24,4762,normal,normal
6206,2023-04-12 18:04:17.018864+00:00,SSDP,32,6390,normal,normal
6207,2023-04-12 18:04:22.187389+00:00,SSDP,29,5841,normal,normal
6208,2023-04-12 18:04:27.438227+00:00,SSDP,30,8629,normal,normal
6209,2023-04-12 18:04:32.597189+00:00,SSDP,14,2452,normal,normal
6210,2023-04-12 18:04:37.754755+00:00,SSDP,17,3095,normal,normal
6211,2023-04-12 18:04:42.924017+00:00,SSDP,26,5085,normal,normal
6212,2023-04-12 18:04:48.107474+00:00,SSDP,66,20719,normal,normal
6213,2023-04-12 18:04:53.331775+00:00,SSDP,15,2659,normal,normal
6214,2023-04-12 18:04:58.482358+00:00,SSDP,17,3395,normal,normal
6215,2023-04-12 18:05:03.685809+00:00,SSDP,29,5847,normal,normal
6216,2023-04-12 18:05:08.866894+00:00,SSDP,27,7746,normal,normal
6217,2023-04-12 18:05:14.047445+00:00,SSDP,13,2462,normal,normal
6218,2023-04-12 18:05:19.298134+00:00,SSDP,15,2655,normal,normal
6219,2023-04-12 18:05:24.569495+00:00,SSDP,36,11040,normal,normal
6220,2023-04-12 18:05:30.253920+00:00,SSDP,23,6841,normal,normal
6221,2023-04-12 18:05:35.448196+00:00,SSDP,6,932,normal,normal
6222,2023-04-12 18:05:40.581421+00:00,SSDP,24,4654,normal,normal
6223,2023-04-12 18:05:45.740741+00:00,SSDP,29,8379,normal,normal
6224,2023-04-12 18:05:50.915282+00:00,SSDP,20,3896,normal,normal
6225,2023-04-12 18:05:56.075771+00:00,SSDP,24,4796,normal,normal
6226,2023-04-12 18:06:01.206652+00:00,SSDP,51,12086,normal,normal
6227,2023-04-12 18:06:06.406137+00:00,SSDP,41,12259,normal,normal
6228,2023-04-12 18:06:11.599194+00:00,SSDP,26,5272,normal,normal
6229,2023-04-12 18:06:16.771179+00:00,SSDP,32,6390,normal,normal
6230,2023-04-12 18:06:21.907370+00:00,SSDP,25,5121,normal,normal
6231,2023-04-12 18:06:27.026796+00:00,SSDP,30,8672,normal,normal
6232,2023-04-12 18:06:32.243598+00:00,SSDP,10,1726,normal,normal
6233,2023-04-12 18:06:37.332449+00:00,SSDP,13,2369,normal,normal
6234,2023-04-12 18:06:42.556837+00:00,SSDP,22,4329,normal,normal
6235,2023-04-12 18:06:47.678523+00:00,SSDP,26,7663,normal,normal
6236,2023-04-12 18:06:52.924955+00:00,SSDP,16,2802,normal,normal
6237,2023-04-12 18:06:58.051420+00:00,SSDP,16,3193,normal,normal
6238,2023-04-12 18:07:03.194766+00:00,SSDP,31,6099,normal,normal
6239,2023-04-12 18:07:08.826873+00:00,SSDP,28,8032,normal,normal
6240,2023-04-12 18:07:14.047406+00:00,SSDP,14,2605,normal,normal
6241,2023-04-12 18:07:19.187966+00:00,SSDP,14,2512,normal,normal
6242,2023-04-12 18:07:24.388800+00:00,SSDP,15,2885,normal,normal
6243,2023-04-12 18:07:29.502962+00:00,SSDP,20,6527,normal,normal
6244,2023-04-12 18:07:34.682759+00:00,SSDP,21,6672,normal,normal
6245,2023-04-12 18:07:39.826466+00:00,SSDP,44,12507,normal,normal
6246,2023-04-12 18:07:45.109717+00:00,SSDP,19,3835,normal,normal
6247,2023-04-12 18:07:50.302657+00:00,SSDP,31,8727,normal,normal
6248,2023-04-12 18:07:55.454050+00:00,SSDP,21,4282,normal,normal
6249,2023-04-12 18:08:00.690376+00:00,SSDP,26,5145,normal,normal
6250,2023-04-12 18:08:05.945600+00:00,SSDP,36,9736,normal,normal
6251,2023-04-12 18:08:11.165128+00:00,SSDP,26,5196,normal,normal
6252,2023-04-12 18:08:16.242034+00:00,SSDP,35,7011,normal,normal
6253,2023-04-12 18:08:21.450274+00:00,SSDP,23,4605,normal,normal
6254,2023-04-12 18:08:26.571096+00:00,SSDP,33,9339,normal,normal
6255,2023-04-12 18:08:31.846466+00:00,SSDP,9,1583,normal,normal
6256,2023-04-12 18:08:37.011178+00:00,SSDP,14,2474,normal,normal
6257,2023-04-12 18:08:42.203059+00:00,SSDP,20,3894,normal,normal
6258,2023-04-12 18:08:47.844545+00:00,SSDP,33,8995,normal,normal
6259,2023-04-12 18:08:53.147626+00:00,SSDP,17,3054,normal,normal
6260,2023-04-12 18:08:58.289823+00:00,SSDP,19,3667,normal,normal
6261,2023-04-12 18:09:03.475446+00:00,SSDP,29,5740,normal,normal
6262,2023-04-12 18:09:08.611174+00:00,SSDP,27,7889,normal,normal
6263,2023-04-12 18:09:13.815246+00:00,SSDP,14,2581,normal,normal
6264,2023-04-12 18:09:19.048722+00:00,SSDP,14,2462,normal,normal
6265,2023-04-12 18:09:24.234186+00:00,SSDP,15,2885,normal,normal
6266,2023-04-12 18:09:29.506328+00:00,SSDP,21,6793,normal,normal
6267,2023-04-12 18:09:34.755641+00:00,SSDP,6,932,normal,normal
6268,2023-04-12 18:09:39.991345+00:00,SSDP,23,4441,normal,normal
6269,2023-04-12 18:09:45.146511+00:00,SSDP,20,3940,normal,normal
6270,2023-04-12 18:09:50.357444+00:00,SSDP,33,9085,normal,normal
6271,2023-04-12 18:09:55.619282+00:00,SSDP,22,4436,normal,normal
