,_time,cpu,host,usage_guest,usage_guest_nice,usage_idle,usage_iowait,usage_irq,usage_nice,usage_softirq,usage_steal,usage_system,usage_user,class_1,class_2
0,2023-04-12 17:45:00+00:00,cpu-total,pi3testbed,0.0,0.0,99.37311935811638,0.0,0.0,0.0,0.0752256770276758,0.0,0.3761283851520627,0.1755265797266824,normal,normal
1,2023-04-12 17:45:10+00:00,cpu-total,pi3testbed,0.0,0.0,99.32313863230348,0.0,0.0,0.0,0.0752068187545481,0.0,0.5013787917091476,0.1002757583454775,normal,normal
2,2023-04-12 17:45:20+00:00,cpu-total,pi3testbed,0.0,0.0,99.52369015389075,0.0,0.0,0.0,0.0501378791680564,0.0,0.3258962145969268,0.1002757583361128,normal,normal
3,2023-04-12 17:45:30+00:00,cpu-total,pi3testbed,0.0,0.0,99.24830869269871,0.0,0.0,0.0,0.0250563768483611,0.0,0.3758456527026289,0.3507892758679409,normal,normal
4,2023-04-12 17:45:40+00:00,cpu-total,pi3testbed,0.0,0.0,99.52369014455184,0.0,0.0,0.0,0.0501378791680564,0.0,0.350965154167275,0.0752068187475246,normal,normal
5,2023-04-12 17:45:50+00:00,cpu-total,pi3testbed,0.0,0.0,99.24812029892668,0.0,0.0,0.0,0.1002506265584294,0.0,0.5012531327967061,0.1503759398536002,normal,normal
6,2023-04-12 17:46:00+00:00,cpu-total,pi3testbed,0.0,0.0,99.39804364590664,0.0,0.0,0.0,0.0501630298514723,0.0,0.4514672686723759,0.1003260597029447,normal,normal
7,2023-04-12 17:46:10+00:00,cpu-total,pi3testbed,0.0,0.0,99.37280481684962,0.0,0.0,0.0,0.050175614653125,0.0,0.3763171098756203,0.2007024585942462,normal,normal
8,2023-04-12 17:46:20+00:00,cpu-total,pi3testbed,0.0,0.0,99.22247304068284,0.0,0.0,0.0,0.0501630298514723,0.0,0.4514672686723759,0.2758966641785357,normal,normal
9,2023-04-12 17:46:30+00:00,cpu-total,pi3testbed,0.0,0.0,98.347107437631,0.0,0.0,0.0,0.0500876533903502,0.0,0.4257450538430318,1.1770598547575055,normal,normal
10,2023-04-12 17:46:40+00:00,cpu-total,pi3testbed,0.0,0.0,99.54898521748608,0.0,0.0,0.0,0.0501127536967223,0.0,0.3006765221621031,0.1002255073934446,normal,normal
11,2023-04-12 17:46:50+00:00,cpu-total,pi3testbed,0.0,0.0,99.34804412833088,0.0,0.0,0.0,0.0501504513517838,0.0,0.4012036108142711,0.2006018054071355,normal,normal
12,2023-04-12 17:47:00+00:00,cpu-total,pi3testbed,0.0,0.0,99.29754139194654,0.0,0.0,0.0,0.0501756146484356,0.0,0.3512293025299224,0.30105368787236,normal,normal
13,2023-04-12 17:47:10+00:00,cpu-total,pi3testbed,0.0,0.0,99.272636069412,0.0,0.0,0.0,0.1003260596983824,0.0,0.4514672686358775,0.175570604475591,normal,normal
14,2023-04-12 17:47:20+00:00,cpu-total,pi3testbed,0.0,0.0,99.49799196973972,0.0,0.0,0.0,0.0,0.0,0.3765060241197093,0.1255020080399031,normal,normal
