,_time,host,load1,load15,load5,n_cpus,n_unique_users,n_users,uptime,uptime_format,class_1,class_2
34,2023-04-12 17:50:40+00:00,pi1testbed,0.0,0.02,0.04,4,0,0,5253119,"60 days, 19:11",normal,normal
35,2023-04-12 17:50:50+00:00,pi1testbed,0.0,0.01,0.04,4,0,0,5253129,"60 days, 19:12",normal,normal
36,2023-04-12 17:51:00+00:00,pi1testbed,0.0,0.01,0.04,4,0,0,5253139,"60 days, 19:12",normal,normal
37,2023-04-12 17:51:10+00:00,pi1testbed,0.0,0.01,0.04,4,0,0,5253149,"60 days, 19:12",normal,normal
38,2023-04-12 17:51:20+00:00,pi1testbed,0.0,0.01,0.04,4,0,0,5253159,"60 days, 19:12",normal,normal
39,2023-04-12 17:51:30+00:00,pi1testbed,0.0,0.01,0.03,4,0,0,5253169,"60 days, 19:12",normal,normal
40,2023-04-12 17:51:40+00:00,pi1testbed,0.0,0.01,0.03,4,0,0,5253179,"60 days, 19:12",normal,normal
41,2023-04-12 17:51:50+00:00,pi1testbed,0.0,0.01,0.03,4,0,0,5253189,"60 days, 19:13",normal,normal
42,2023-04-12 17:52:00+00:00,pi1testbed,0.0,0.01,0.03,4,0,0,5253199,"60 days, 19:13",normal,normal
43,2023-04-12 17:52:10+00:00,pi1testbed,0.0,0.01,0.03,4,0,0,5253209,"60 days, 19:13",normal,normal
44,2023-04-12 17:52:20+00:00,pi1testbed,0.0,0.01,0.03,4,0,0,5253219,"60 days, 19:13",normal,normal
45,2023-04-12 17:52:30+00:00,pi1testbed,0.0,0.0,0.03,4,0,0,5253229,"60 days, 19:13",normal,normal
46,2023-04-12 17:52:40+00:00,pi1testbed,0.0,0.0,0.02,4,0,0,5253239,"60 days, 19:13",normal,normal
47,2023-04-12 17:52:50+00:00,pi1testbed,0.0,0.0,0.02,4,0,0,5253249,"60 days, 19:14",normal,normal
48,2023-04-12 17:53:00+00:00,pi1testbed,0.0,0.0,0.02,4,0,0,5253259,"60 days, 19:14",normal,normal
49,2023-04-12 17:53:10+00:00,pi1testbed,0.0,0.0,0.02,4,0,0,5253269,"60 days, 19:14",normal,normal
50,2023-04-12 17:53:20+00:00,pi1testbed,0.0,0.0,0.02,4,0,0,5253279,"60 days, 19:14",normal,normal
51,2023-04-12 17:53:30+00:00,pi1testbed,0.0,0.0,0.02,4,0,0,5253289,"60 days, 19:14",normal,normal
52,2023-04-12 17:53:40+00:00,pi1testbed,0.0,0.0,0.02,4,0,0,5253299,"60 days, 19:14",normal,normal
53,2023-04-12 17:53:50+00:00,pi1testbed,0.0,0.0,0.02,4,0,0,5253309,"60 days, 19:15",normal,normal
54,2023-04-12 17:54:00+00:00,pi1testbed,0.0,0.0,0.02,4,0,0,5253319,"60 days, 19:15",normal,normal
55,2023-04-12 17:54:10+00:00,pi1testbed,0.0,0.0,0.02,4,0,0,5253329,"60 days, 19:15",normal,normal
56,2023-04-12 17:54:20+00:00,pi1testbed,0.07,0.0,0.03,4,0,0,5253339,"60 days, 19:15",normal,normal
57,2023-04-12 17:54:30+00:00,pi1testbed,0.06,0.0,0.03,4,0,0,5253349,"60 days, 19:15",normal,normal
58,2023-04-12 17:54:40+00:00,pi1testbed,0.05,0.0,0.03,4,0,0,5253359,"60 days, 19:15",normal,normal
59,2023-04-12 17:54:50+00:00,pi1testbed,0.04,0.0,0.03,4,0,0,5253369,"60 days, 19:16",normal,normal
60,2023-04-12 17:55:00+00:00,pi1testbed,0.04,0.0,0.03,4,0,0,5253379,"60 days, 19:16",normal,normal
61,2023-04-12 17:55:10+00:00,pi1testbed,0.03,0.0,0.03,4,0,0,5253389,"60 days, 19:16",normal,normal
62,2023-04-12 17:55:20+00:00,pi1testbed,0.02,0.0,0.02,4,0,0,5253399,"60 days, 19:16",normal,normal
63,2023-04-12 17:55:30+00:00,pi1testbed,0.02,0.0,0.02,4,0,0,5253409,"60 days, 19:16",normal,normal
64,2023-04-12 17:55:40+00:00,pi1testbed,0.02,0.0,0.02,4,0,0,5253419,"60 days, 19:16",normal,normal
65,2023-04-12 17:55:50+00:00,pi1testbed,0.01,0.0,0.02,4,0,0,5253429,"60 days, 19:17",normal,normal
66,2023-04-12 17:56:00+00:00,pi1testbed,0.01,0.0,0.02,4,0,0,5253439,"60 days, 19:17",normal,normal
67,2023-04-12 17:56:10+00:00,pi1testbed,0.01,0.0,0.02,4,0,0,5253449,"60 days, 19:17",normal,normal
68,2023-04-12 17:56:20+00:00,pi1testbed,0.01,0.0,0.02,4,0,0,5253459,"60 days, 19:17",normal,normal
69,2023-04-12 17:56:30+00:00,pi1testbed,0.01,0.0,0.02,4,0,0,5253469,"60 days, 19:17",normal,normal
70,2023-04-12 17:56:40+00:00,pi1testbed,0.0,0.0,0.02,4,0,0,5253479,"60 days, 19:17",normal,normal
71,2023-04-12 17:56:50+00:00,pi1testbed,0.0,0.0,0.02,4,0,0,5253489,"60 days, 19:18",normal,normal
72,2023-04-12 17:57:00+00:00,pi1testbed,0.0,0.0,0.01,4,0,0,5253499,"60 days, 19:18",normal,normal
73,2023-04-12 17:57:10+00:00,pi1testbed,0.0,0.0,0.01,4,0,0,5253509,"60 days, 19:18",normal,normal
74,2023-04-12 17:57:20+00:00,pi1testbed,0.0,0.0,0.01,4,0,0,5253519,"60 days, 19:18",normal,normal
75,2023-04-12 17:57:30+00:00,pi1testbed,0.0,0.0,0.01,4,0,0,5253529,"60 days, 19:18",normal,normal
76,2023-04-12 17:57:40+00:00,pi1testbed,0.0,0.0,0.01,4,0,0,5253539,"60 days, 19:18",normal,normal
77,2023-04-12 17:57:50+00:00,pi1testbed,0.0,0.0,0.01,4,0,0,5253549,"60 days, 19:19",normal,normal
78,2023-04-12 17:58:00+00:00,pi1testbed,0.0,0.0,0.01,4,0,0,5253559,"60 days, 19:19",normal,normal
79,2023-04-12 17:58:10+00:00,pi1testbed,0.0,0.0,0.01,4,0,0,5253569,"60 days, 19:19",normal,normal
80,2023-04-12 17:58:20+00:00,pi1testbed,0.0,0.0,0.01,4,0,0,5253579,"60 days, 19:19",normal,normal
81,2023-04-12 17:58:30+00:00,pi1testbed,0.0,0.0,0.01,4,0,0,5253589,"60 days, 19:19",normal,normal
82,2023-04-12 17:58:40+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5253599,"60 days, 19:19",normal,normal
83,2023-04-12 17:58:50+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5253609,"60 days, 19:20",normal,normal
84,2023-04-12 17:59:00+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5253619,"60 days, 19:20",normal,normal
85,2023-04-12 17:59:10+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5253629,"60 days, 19:20",normal,normal
86,2023-04-12 17:59:20+00:00,pi1testbed,0.08,0.01,0.02,4,0,0,5253639,"60 days, 19:20",normal,normal
87,2023-04-12 17:59:30+00:00,pi1testbed,0.07,0.0,0.02,4,0,0,5253649,"60 days, 19:20",normal,normal
88,2023-04-12 17:59:40+00:00,pi1testbed,0.06,0.0,0.02,4,0,0,5253659,"60 days, 19:20",normal,normal
89,2023-04-12 17:59:50+00:00,pi1testbed,0.05,0.0,0.02,4,0,0,5253669,"60 days, 19:21",normal,normal
90,2023-04-12 18:00:00+00:00,pi1testbed,0.04,0.0,0.01,4,0,0,5253679,"60 days, 19:21",normal,normal
91,2023-04-12 18:00:10+00:00,pi1testbed,0.11,0.01,0.03,4,0,0,5253689,"60 days, 19:21",normal,normal
92,2023-04-12 18:00:20+00:00,pi1testbed,0.1,0.01,0.03,4,0,0,5253699,"60 days, 19:21",normal,normal
93,2023-04-12 18:00:30+00:00,pi1testbed,0.08,0.0,0.03,4,0,0,5253709,"60 days, 19:21",normal,normal
94,2023-04-12 18:00:40+00:00,pi1testbed,0.07,0.0,0.03,4,0,0,5253719,"60 days, 19:21",normal,normal
95,2023-04-12 18:00:50+00:00,pi1testbed,0.06,0.0,0.03,4,0,0,5253729,"60 days, 19:22",normal,normal
96,2023-04-12 18:01:00+00:00,pi1testbed,0.05,0.0,0.02,4,0,0,5253739,"60 days, 19:22",normal,normal
97,2023-04-12 18:01:10+00:00,pi1testbed,0.04,0.0,0.02,4,0,0,5253749,"60 days, 19:22",normal,normal
98,2023-04-12 18:01:20+00:00,pi1testbed,0.03,0.0,0.02,4,0,0,5253759,"60 days, 19:22",normal,normal
99,2023-04-12 18:01:30+00:00,pi1testbed,0.03,0.0,0.02,4,0,0,5253769,"60 days, 19:22",normal,normal
100,2023-04-12 18:01:40+00:00,pi1testbed,0.02,0.0,0.02,4,0,0,5253779,"60 days, 19:22",normal,normal
101,2023-04-12 18:01:50+00:00,pi1testbed,0.02,0.0,0.02,4,0,0,5253789,"60 days, 19:23",normal,normal
102,2023-04-12 18:02:00+00:00,pi1testbed,0.09,0.0,0.04,4,0,0,5253799,"60 days, 19:23",normal,normal
103,2023-04-12 18:02:10+00:00,pi1testbed,0.08,0.0,0.03,4,0,0,5253809,"60 days, 19:23",normal,normal
104,2023-04-12 18:02:20+00:00,pi1testbed,0.06,0.0,0.03,4,0,0,5253819,"60 days, 19:23",normal,normal
105,2023-04-12 18:02:30+00:00,pi1testbed,0.05,0.0,0.03,4,0,0,5253829,"60 days, 19:23",normal,normal
106,2023-04-12 18:02:40+00:00,pi1testbed,0.04,0.0,0.03,4,0,0,5253839,"60 days, 19:23",normal,normal
107,2023-04-12 18:02:50+00:00,pi1testbed,0.04,0.0,0.03,4,0,0,5253849,"60 days, 19:24",normal,normal
108,2023-04-12 18:03:00+00:00,pi1testbed,0.03,0.0,0.03,4,0,0,5253859,"60 days, 19:24",normal,normal
109,2023-04-12 18:03:10+00:00,pi1testbed,0.03,0.0,0.03,4,0,0,5253869,"60 days, 19:24",normal,normal
110,2023-04-12 18:03:20+00:00,pi1testbed,0.02,0.0,0.02,4,0,0,5253879,"60 days, 19:24",normal,normal
111,2023-04-12 18:03:30+00:00,pi1testbed,0.02,0.0,0.02,4,0,0,5253889,"60 days, 19:24",normal,normal
112,2023-04-12 18:03:40+00:00,pi1testbed,0.01,0.0,0.02,4,0,0,5253899,"60 days, 19:24",normal,normal
113,2023-04-12 18:03:50+00:00,pi1testbed,0.01,0.0,0.02,4,0,0,5253909,"60 days, 19:25",normal,normal
114,2023-04-12 18:04:00+00:00,pi1testbed,0.01,0.0,0.02,4,0,0,5253919,"60 days, 19:25",normal,normal
115,2023-04-12 18:04:10+00:00,pi1testbed,0.01,0.0,0.02,4,0,0,5253929,"60 days, 19:25",normal,normal
116,2023-04-12 18:04:20+00:00,pi1testbed,0.01,0.0,0.02,4,0,0,5253939,"60 days, 19:25",normal,normal
117,2023-04-12 18:04:30+00:00,pi1testbed,0.0,0.0,0.02,4,0,0,5253949,"60 days, 19:25",normal,normal
118,2023-04-12 18:04:40+00:00,pi1testbed,0.0,0.0,0.02,4,0,0,5253959,"60 days, 19:25",normal,normal
119,2023-04-12 18:04:50+00:00,pi1testbed,0.0,0.0,0.02,4,0,0,5253969,"60 days, 19:26",normal,normal
120,2023-04-12 18:05:00+00:00,pi1testbed,0.0,0.0,0.01,4,0,0,5253979,"60 days, 19:26",normal,normal
121,2023-04-12 18:05:10+00:00,pi1testbed,0.0,0.0,0.01,4,0,0,5253989,"60 days, 19:26",normal,normal
122,2023-04-12 18:05:20+00:00,pi1testbed,0.0,0.0,0.01,4,0,0,5253999,"60 days, 19:26",normal,normal
123,2023-04-12 18:05:30+00:00,pi1testbed,0.0,0.0,0.01,4,0,0,5254009,"60 days, 19:26",normal,normal
124,2023-04-12 18:05:40+00:00,pi1testbed,0.0,0.0,0.01,4,0,0,5254019,"60 days, 19:26",normal,normal
125,2023-04-12 18:05:50+00:00,pi1testbed,0.0,0.0,0.01,4,0,0,5254029,"60 days, 19:27",normal,normal
126,2023-04-12 18:06:00+00:00,pi1testbed,0.0,0.0,0.01,4,0,0,5254039,"60 days, 19:27",normal,normal
127,2023-04-12 18:06:10+00:00,pi1testbed,0.0,0.0,0.01,4,0,0,5254049,"60 days, 19:27",normal,normal
128,2023-04-12 18:06:20+00:00,pi1testbed,0.0,0.0,0.01,4,0,0,5254059,"60 days, 19:27",normal,normal
129,2023-04-12 18:06:30+00:00,pi1testbed,0.0,0.0,0.01,4,0,0,5254069,"60 days, 19:27",normal,normal
130,2023-04-12 18:06:40+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254079,"60 days, 19:27",normal,normal
131,2023-04-12 18:06:50+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254089,"60 days, 19:28",normal,normal
132,2023-04-12 18:07:00+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254099,"60 days, 19:28",normal,normal
133,2023-04-12 18:07:10+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254109,"60 days, 19:28",normal,normal
134,2023-04-12 18:07:20+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254119,"60 days, 19:28",normal,normal
135,2023-04-12 18:07:30+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254129,"60 days, 19:28",normal,normal
136,2023-04-12 18:07:40+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254139,"60 days, 19:28",normal,normal
137,2023-04-12 18:07:50+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254149,"60 days, 19:29",normal,normal
138,2023-04-12 18:08:00+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254159,"60 days, 19:29",normal,normal
139,2023-04-12 18:08:10+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254169,"60 days, 19:29",normal,normal
140,2023-04-12 18:08:20+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254179,"60 days, 19:29",normal,normal
141,2023-04-12 18:08:30+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254189,"60 days, 19:29",normal,normal
142,2023-04-12 18:08:40+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254199,"60 days, 19:29",normal,normal
143,2023-04-12 18:08:50+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254209,"60 days, 19:30",normal,normal
144,2023-04-12 18:09:00+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254219,"60 days, 19:30",normal,normal
145,2023-04-12 18:09:10+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254229,"60 days, 19:30",normal,normal
146,2023-04-12 18:09:20+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254239,"60 days, 19:30",normal,normal
147,2023-04-12 18:09:30+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254249,"60 days, 19:30",normal,normal
148,2023-04-12 18:09:40+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254259,"60 days, 19:30",normal,normal
149,2023-04-12 18:09:50+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254269,"60 days, 19:31",normal,normal
150,2023-04-12 18:10:00+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254279,"60 days, 19:31",normal,normal
151,2023-04-12 18:10:10+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254289,"60 days, 19:31",normal,normal
152,2023-04-12 18:10:20+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254299,"60 days, 19:31",normal,normal
153,2023-04-12 18:10:30+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254309,"60 days, 19:31",normal,normal
154,2023-04-12 18:10:40+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254319,"60 days, 19:31",normal,normal
155,2023-04-12 18:10:50+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254329,"60 days, 19:32",normal,normal
156,2023-04-12 18:11:00+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254339,"60 days, 19:32",normal,normal
157,2023-04-12 18:11:10+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254349,"60 days, 19:32",normal,normal
158,2023-04-12 18:11:20+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254359,"60 days, 19:32",normal,normal
159,2023-04-12 18:11:30+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254369,"60 days, 19:32",normal,normal
160,2023-04-12 18:11:40+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254379,"60 days, 19:32",normal,normal
161,2023-04-12 18:11:50+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254389,"60 days, 19:33",normal,normal
162,2023-04-12 18:12:00+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254399,"60 days, 19:33",normal,normal
163,2023-04-12 18:12:10+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254409,"60 days, 19:33",normal,normal
164,2023-04-12 18:12:20+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254419,"60 days, 19:33",normal,normal
165,2023-04-12 18:12:30+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254429,"60 days, 19:33",normal,normal
166,2023-04-12 18:12:40+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254439,"60 days, 19:33",normal,normal
167,2023-04-12 18:12:50+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254449,"60 days, 19:34",normal,normal
168,2023-04-12 18:13:00+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254459,"60 days, 19:34",normal,normal
169,2023-04-12 18:13:10+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254469,"60 days, 19:34",normal,normal
170,2023-04-12 18:13:20+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254479,"60 days, 19:34",normal,normal
171,2023-04-12 18:13:30+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254489,"60 days, 19:34",normal,normal
172,2023-04-12 18:13:40+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254499,"60 days, 19:34",normal,normal
173,2023-04-12 18:13:50+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254509,"60 days, 19:35",normal,normal
174,2023-04-12 18:14:00+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254519,"60 days, 19:35",normal,normal
175,2023-04-12 18:14:10+00:00,pi1testbed,0.07,0.0,0.02,4,0,0,5254529,"60 days, 19:35",normal,normal
176,2023-04-12 18:14:20+00:00,pi1testbed,0.06,0.0,0.02,4,0,0,5254539,"60 days, 19:35",normal,normal
177,2023-04-12 18:14:30+00:00,pi1testbed,0.05,0.0,0.01,4,0,0,5254549,"60 days, 19:35",normal,normal
178,2023-04-12 18:14:40+00:00,pi1testbed,0.04,0.0,0.01,4,0,0,5254559,"60 days, 19:35",normal,normal
179,2023-04-12 18:14:50+00:00,pi1testbed,0.04,0.0,0.01,4,0,0,5254569,"60 days, 19:36",normal,normal
180,2023-04-12 18:15:00+00:00,pi1testbed,0.03,0.0,0.01,4,0,0,5254579,"60 days, 19:36",normal,normal
181,2023-04-12 18:15:10+00:00,pi1testbed,0.02,0.0,0.01,4,0,0,5254589,"60 days, 19:36",normal,normal
182,2023-04-12 18:15:20+00:00,pi1testbed,0.02,0.0,0.01,4,0,0,5254599,"60 days, 19:36",normal,normal
183,2023-04-12 18:15:30+00:00,pi1testbed,0.02,0.0,0.01,4,0,0,5254609,"60 days, 19:36",normal,normal
184,2023-04-12 18:15:40+00:00,pi1testbed,0.01,0.0,0.01,4,0,0,5254619,"60 days, 19:36",normal,normal
185,2023-04-12 18:15:50+00:00,pi1testbed,0.01,0.0,0.01,4,0,0,5254629,"60 days, 19:37",normal,normal
186,2023-04-12 18:16:00+00:00,pi1testbed,0.01,0.0,0.01,4,0,0,5254639,"60 days, 19:37",normal,normal
187,2023-04-12 18:16:10+00:00,pi1testbed,0.01,0.0,0.0,4,0,0,5254649,"60 days, 19:37",normal,normal
188,2023-04-12 18:16:20+00:00,pi1testbed,0.01,0.0,0.0,4,0,0,5254659,"60 days, 19:37",normal,normal
189,2023-04-12 18:16:30+00:00,pi1testbed,0.08,0.0,0.02,4,0,0,5254669,"60 days, 19:37",normal,normal
190,2023-04-12 18:16:40+00:00,pi1testbed,0.07,0.0,0.02,4,0,0,5254679,"60 days, 19:37",normal,normal
191,2023-04-12 18:16:50+00:00,pi1testbed,0.06,0.0,0.02,4,0,0,5254689,"60 days, 19:38",normal,normal
192,2023-04-12 18:17:00+00:00,pi1testbed,0.05,0.0,0.02,4,0,0,5254699,"60 days, 19:38",normal,normal
193,2023-04-12 18:17:10+00:00,pi1testbed,0.04,0.0,0.02,4,0,0,5254709,"60 days, 19:38",normal,normal
194,2023-04-12 18:17:20+00:00,pi1testbed,0.03,0.0,0.01,4,0,0,5254719,"60 days, 19:38",normal,normal
195,2023-04-12 18:17:30+00:00,pi1testbed,0.03,0.0,0.01,4,0,0,5254729,"60 days, 19:38",normal,normal
196,2023-04-12 18:17:40+00:00,pi1testbed,0.02,0.0,0.01,4,0,0,5254739,"60 days, 19:38",normal,normal
197,2023-04-12 18:17:50+00:00,pi1testbed,0.02,0.0,0.01,4,0,0,5254749,"60 days, 19:39",normal,normal
198,2023-04-12 18:18:00+00:00,pi1testbed,0.02,0.0,0.01,4,0,0,5254759,"60 days, 19:39",normal,normal
199,2023-04-12 18:18:10+00:00,pi1testbed,0.01,0.0,0.01,4,0,0,5254769,"60 days, 19:39",normal,normal
200,2023-04-12 18:18:20+00:00,pi1testbed,0.01,0.0,0.01,4,0,0,5254779,"60 days, 19:39",normal,normal
201,2023-04-12 18:18:30+00:00,pi1testbed,0.01,0.0,0.01,4,0,0,5254789,"60 days, 19:39",normal,normal
202,2023-04-12 18:18:40+00:00,pi1testbed,0.01,0.0,0.01,4,0,0,5254799,"60 days, 19:39",normal,normal
203,2023-04-12 18:18:50+00:00,pi1testbed,0.0,0.0,0.01,4,0,0,5254809,"60 days, 19:40",normal,normal
204,2023-04-12 18:19:00+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254819,"60 days, 19:40",normal,normal
205,2023-04-12 18:19:10+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254829,"60 days, 19:40",normal,normal
206,2023-04-12 18:19:20+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254839,"60 days, 19:40",normal,normal
207,2023-04-12 18:19:30+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254849,"60 days, 19:40",normal,normal
208,2023-04-12 18:19:40+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254859,"60 days, 19:40",normal,normal
209,2023-04-12 18:19:50+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254869,"60 days, 19:41",normal,normal
210,2023-04-12 18:20:00+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254879,"60 days, 19:41",normal,normal
211,2023-04-12 18:20:10+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254889,"60 days, 19:41",normal,normal
212,2023-04-12 18:20:20+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254899,"60 days, 19:41",normal,normal
213,2023-04-12 18:20:30+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254909,"60 days, 19:41",normal,normal
214,2023-04-12 18:20:40+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254919,"60 days, 19:41",normal,normal
215,2023-04-12 18:20:50+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254929,"60 days, 19:42",normal,normal
216,2023-04-12 18:21:00+00:00,pi1testbed,0.0,0.0,0.0,4,0,0,5254939,"60 days, 19:42",normal,normal
